gene_name,DOR_1,DOR_2,DOR_3,NOR_1,NOR_2,NOR_3
GABRR2,229,161,115,91,28,130
SERINC1,45814,33082,34832,22717,16501,14103
HDDC2,1797,1835,1550,3867,3136,3037
TPD52L1,101,200,70,302,288,110
HINT3,2527,2040,2048,1840,1030,868
NCOA7,26638,18261,28331,12887,5506,9361
RIPOR2,324,269,198,53,1037,525
SASH1,487,1242,747,126,277,128
UST,1657,1447,1389,764,796,559
ULBP1,125,136,76,28,132,108
FBXO5,510,485,375,262,187,257
MTRF1L,4377,3042,3678,2086,1626,1610
PPARD,4222,6048,4230,4379,9214,4137
OPRM1,0,0,0,0,29,0
FANCE,227,299,224,351,306,113
TULP1,25,40,10,34,32,75
SLC26A8,13,0,0,0,35,7
MAPK14,13068,9396,13994,7770,3815,5699
RHAG,0,12,0,0,0,0
KCTD20,9161,9366,7608,3158,5260,3036
STK38,3243,4152,3370,2777,3386,2452
SRSF3,19818,20121,16184,21810,22757,17495
SOD2,37559,49505,65858,24199,48407,82651
MRPL18,4035,2814,3675,7590,5264,4037
MCM3,1368,1766,1380,1759,1850,1030
RNF8,2023,2534,2468,1773,1960,2431
PHACTR1,849,503,1144,67,592,725
MDGA1,200,652,579,493,215,420
CILK1,4221,4872,5433,3206,2096,1263
FBXO9,8720,8490,9265,6522,3586,2740
CD83,2325,4451,2251,2503,10904,7692
MDN1,3878,4631,4596,1006,1509,1031
GLP1R,0,0,0,0,0,0
SAYSD1,443,395,480,876,673,485
BMP5,24,0,0,0,24,21
BACH2,545,537,449,64,436,370
RBM24,312,171,220,44,42,44
CAP2,1441,610,1561,233,280,164
TREML2,0,16,0,0,124,54
ZNF451,16493,9478,13944,8928,4204,5252
BAG2,4644,4028,3999,2926,2496,2718
RAB23,1271,1425,1285,321,406,208
TSPO2,0,0,13,0,0,0
FHL5,6,27,0,0,0,0
GPR63,93,40,74,12,86,40
KHDRBS2,0,0,16,0,44,0
FBXL4,3895,4000,3396,3800,1808,1330
CCNC,3525,3781,3024,3972,2907,2505
E2F3,2266,2374,2094,903,927,812
PTP4A1,135,54,214,3031,1573,437
SIM1,0,0,0,0,0,3
ASCC3,11512,12288,10910,7773,6917,4199
HDGFL1,0,0,4,0,0,0
BVES,646,476,615,133,322,180
COL9A1,0,0,0,0,0,0
MED23,2638,2173,2675,1233,953,972
WASF1,14031,9588,13553,15642,7067,6025
GPLD1,60,172,66,15,52,18
ALDH5A1,1491,1825,1617,1186,634,836
CRYBG1,4332,3871,5813,664,3105,2248
VNN1,504,114,119,12,94,79
VNN2,95,157,48,26,1171,654
ACOT13,2302,1318,1840,2046,1438,895
SMAP1,3856,3207,3174,3580,2492,1949
RPS12,4848,5810,3805,12853,18792,26795
C6orf62,30568,17950,21821,23010,18365,11486
B3GAT2,92,202,165,127,60,135
GMNN,471,662,495,1027,776,432
EYA4,1267,2361,1821,374,515,272
SOBP,881,979,1109,895,825,585
NR2E1,5,0,15,0,0,3
SNX3,13377,11988,11445,11671,10021,6401
SLC17A2,0,0,0,0,0,0
HBS1L,5936,4519,5725,3475,3036,2205
TRIM38,3581,3923,3382,2630,3819,1247
PEX7,1236,969,990,2692,1046,1237
ZBTB24,720,633,643,716,706,533
FIG4,2639,1715,2399,2924,2232,1942
PERP,345,2155,217,93,253,141
ARFGEF3,62,475,103,32,31,28
SLC16A10,67,160,34,26,1442,160
HECA,8895,5127,7303,2840,4886,3208
ADGRG6,165,830,152,78,68,101
PHACTR2,2393,2592,2174,1032,1124,563
EPM2A,1295,1062,1485,786,163,391
SLC39A7,9070,9822,10535,13795,10838,8286
CCR6,0,26,31,0,23,0
UNC93A,0,5,0,0,0,0
SLC22A2,0,4,0,0,0,0
PHF1,5219,6839,4737,9532,10174,5606
CUTA,4669,3653,3232,13262,11816,13414
PACRG,22,77,33,80,68,67
QKI,15090,12742,14896,6109,5862,3893
C6orf118,0,0,0,0,0,0
PDE10A,322,1632,109,164,451,191
MDFI,72,840,53,94,194,102
TFEB,105,383,123,357,1141,474
SMOC2,2842,3818,1674,4618,1948,1568
CCND3,696,1919,385,671,1833,939
BYSL,1266,1609,1334,1530,1999,1499
FAM120B,3004,2859,3107,2209,1877,995
TBP,631,748,658,651,634,261
GUCA1B,184,158,212,313,89,313
PRPH2,19,102,84,138,28,103
BICRAL,1522,1290,1744,430,493,356
PPP2R5D,4927,5565,5869,4978,2608,1521
MRPL2,894,1013,876,2832,1769,1632
PTK7,1515,4534,1765,1745,1457,1067
SRF,23328,17335,22920,28757,16956,12975
CUL9,3987,4039,4320,5644,3472,3713
DNPH1,1138,1202,890,5397,4759,5006
DUSP22,2080,2300,2223,2223,2874,2148
EXOC2,5149,3463,3982,3899,1440,1473
COX7A2,2091,1643,1510,6698,5593,5528
TMEM30A,15239,14850,13412,8278,7741,6394
GMDS,1551,1460,1219,2592,2309,3830
SENP6,11476,10648,10161,8245,5507,4438
IMPG1,21,23,4,0,0,0
VEGFA,7383,8784,4471,3378,10164,4624
PRPF4B,8719,8236,7688,3874,3730,2469
TTK,59,222,61,13,107,43
SLC29A1,819,1572,853,957,701,739
CCN6,0,5,0,0,0,0
BTN2A1,2309,2497,2204,2735,2158,1048
LAMA4,547,7164,654,235,902,450
TENT5A,18039,11957,12175,9802,5764,6584
CLIC5,53,48,20,94,20,51
FBRSL1,14841,19568,19052,34112,16504,16181
ENPP5,656,625,321,331,126,398
LY86,27,49,16,45,1287,265
PRSS16,0,42,12,0,0,0
TBX18,46,10,12,16,29,16
ERBIN,11171,11410,12275,3089,3630,2956
PCDHB2,142,262,112,181,69,67
HARS2,1399,1392,1667,1949,1195,932
NUDT12,792,742,799,897,299,420
CEP72,95,138,117,97,156,66
MAN2A1,20689,13319,22783,7003,5687,4827
SEMA5A,159,838,189,52,161,109
C7,8371,32182,10117,17453,8182,4982
TENT4A,3025,3598,2903,1789,3112,2461
GHR,997,827,1212,771,260,353
HMGCS1,125389,34446,64645,29436,23408,27539
DAP,15843,16953,15552,19431,18206,13817
NME5,237,163,185,333,255,67
BRD8,1707,1985,2082,2681,1491,916
KIF20A,47,551,62,71,116,97
NNT,3821,2924,3263,3024,1497,1224
MRPS30,2076,2267,1984,2877,1669,1689
HSPA9,40058,36284,36024,26969,26155,20290
MRPS27,4665,5203,5360,5911,3389,2945
PFDN1,3287,3053,2990,4972,4971,2985
HBEGF,361,1295,363,416,5224,1121
SLC4A9,0,0,0,0,0,0
LOX,665,788,591,95,213,152
GZMK,56,25,25,21,150,188
CDH9,0,0,0,0,0,0
APBB3,2458,2703,3546,3087,2725,938
TMCO6,646,703,1310,828,603,382
SPARC,94800,151983,102940,136523,90516,65196
IK,7691,7634,8356,15312,11074,7635
HMGCR,53769,17483,31882,18564,14123,11485
CERT1,3884,3190,3432,2639,1841,1014
FAF2,9534,8462,10245,6858,4694,3930
PCDHB3,26,30,35,8,14,12
PCDHB5,265,112,218,128,107,122
PCDHB6,68,16,20,21,56,5
PCDHB7,47,38,20,36,38,20
PDE8B,2054,2312,3660,414,810,861
CLK4,2003,1723,1446,1380,1202,811
PCDHB15,122,191,144,96,38,68
HAVCR1,0,7,0,4,4,0
GRM6,52,59,32,57,20,81
ITK,1374,1260,770,170,829,604
RNF130,4886,4101,4317,6967,12070,6859
THG1L,1153,1320,1317,1466,1105,1071
ARSB,1565,1361,1349,1000,875,716
CLINT1,8520,7937,7435,3965,3480,2800
THBS4,32765,33508,25152,49164,18335,17002
CNOT6,4158,3791,3849,2216,1582,1528
IL12B,0,5,0,0,4,74
BTNL8,0,6,4,0,88,46
TTC1,2905,3290,2816,5105,4079,2808
MSH3,1548,1430,1434,859,827,533
RASGRF2,275,748,296,53,222,40
GABRG2,0,0,0,0,0,12
CCNG1,15324,17320,14561,17100,7714,7152
POLR3G,300,353,167,137,137,87
DROSHA,4333,5118,5652,4067,2805,2180
CDH6,237,332,183,114,198,325
LMNB1,230,1030,340,201,1102,772
ARRDC3,7130,12411,10106,5035,4434,4463
GOLPH3,12128,12088,10914,7793,6107,4212
SUB1,14917,10953,9896,21528,17481,16728
NPR3,13623,8862,14063,14898,5433,6383
FAM172A,3814,2952,3205,1566,1063,907
SLC27A6,45,138,55,108,41,18
TARS1,12366,7852,10198,9808,6843,6837
IRX4,0,8,0,0,3,0
LNPEP,2232,2385,2370,1404,1418,891
PDE4D,3942,2538,3395,775,1865,1675
RAD1,1583,1437,1299,1501,1352,931
BRIX1,1863,1946,1566,2404,2049,1539
PRLR,1354,836,1191,2442,1163,884
SLC12A7,2406,3756,2806,2556,3716,3177
RAD50,5851,5549,6503,3275,776,646
IL5,2,0,0,0,0,0
ST8SIA4,43,156,18,12,578,175
GNPDA1,5266,4851,5998,7812,6667,3934
PCDH12,130,938,154,146,302,244
SKP1,18681,15452,14181,31611,28937,25613
NUP155,2320,2137,2279,1107,1170,733
PPP2CA,22520,20409,17464,18539,18612,14739
FGF1,16,8,12,0,4,8
NR3C1,9894,6839,7720,2940,3164,2662
C5orf15,7958,6746,7235,7702,5363,4629
PPWD1,1652,1778,1542,1956,1451,633
LIFR,5687,5609,5441,1940,1797,2289
TRIM23,422,409,427,347,244,62
TRAPPC13,1351,1289,1193,1122,877,532
C9,5,0,0,0,0,34
SEC24A,4918,5276,5222,2001,1717,1017
TXNDC15,5544,5303,5479,5548,4961,4671
TTC33,919,534,742,609,503,344
RARS1,5424,5266,4975,5460,5712,4675
WWC1,6150,2759,6444,1751,1412,2521
MACROH2A1,13057,13735,11519,13953,16717,8386
TCERG1,6225,7278,6461,2832,2748,2407
DPYSL3,322148,295933,375592,164866,142591,133800
SMAD5,3160,3453,2775,1456,976,837
CSNK1A1,18949,17103,17079,9521,9156,5887
HMGXB3,5945,7181,6885,3643,4624,2974
ERGIC1,22460,21337,24254,15659,11165,9636
PDGFRB,497,8190,784,125,772,260
CDX1,0,0,0,4,0,0
ATP6V0E1,9854,7791,7431,12644,14400,11739
BNIP1,651,716,593,1738,998,1278
STC2,170,734,210,66,217,232
CPEB4,24565,22269,24727,8879,8921,5421
HRH2,82,139,155,123,655,306
DBN1,3296,5753,2997,4126,6615,4482
ZNF346,377,555,349,494,392,254
UNC5A,12,8,0,8,25,0
EHHADH,923,982,974,746,208,407
CNTN3,135,408,109,42,307,32
SMC4,2021,2432,1820,1046,696,474
SELENOK,3874,3318,2575,7734,7377,7079
ACTR8,1047,1285,1284,977,1092,526
TBCCD1,764,854,650,488,426,255
TIMMDC1,9918,9990,10358,16865,12028,10718
CRBN,2494,1791,2023,1911,1325,1248
KNG1,0,0,0,0,0,11
HRG,0,0,0,0,1,1
BCL6,18221,18721,27390,8763,6192,5854
HGD,59,61,10,26,53,32
CLDN16,18,67,20,30,0,0
ARL6,421,473,422,372,202,222
NPHP3,2111,2600,3830,1082,584,503
CD86,180,435,50,82,3879,885
AMOTL2,9880,8171,11169,2990,3541,3057
NIT2,2331,2289,1892,2911,3426,2606
FAM162A,2327,1629,2181,5490,3133,2958
OGG1,1024,1208,1118,2675,2631,1015
KPNA1,6983,6450,5596,3169,3645,2766
PCCB,8658,7281,7113,12231,8799,6874
UBE3A,8572,8144,7531,5309,3805,3741
ARMC8,7589,6723,7378,4526,4043,3623
CEP70,1061,915,804,1249,514,621
RBP2,0,0,0,0,7,0
RBP1,55074,48201,47640,245665,199458,249807
SLC25A36,8113,7247,7020,5011,3807,3080
GRK7,23,46,24,29,97,29
RNF7,3500,2845,2478,5942,5538,5000
TFDP2,5932,4792,6780,5839,2872,4141
XRN1,2955,2409,2760,1151,699,491
KAT2B,1632,1407,1517,796,758,487
BCHE,12,8,18,4,0,0
PDCD10,4406,3643,3545,4378,3454,2501
LRRC31,4,0,0,0,0,0
WNT5A,2557,3403,4041,1696,1088,1098
PFKFB4,1521,565,1784,1786,826,607
COL7A1,985,6017,1444,1396,2488,1381
FGF12,4831,3042,4733,1981,1907,1817
PRKAR2A,6047,5342,5442,2484,2374,1799
HES1,237,520,93,295,351,380
USP4,4437,5980,5725,4863,4350,2540
ACAP2,2269,2321,2041,1262,1260,829
ECT2,1623,1487,1467,724,466,421
GNAT1,0,8,0,0,0,0
GNAI2,15727,17839,15402,21086,28361,14783
TFG,16111,15089,14328,13572,9046,7958
USP9Y,6,18,20,12,34,24
HYAL1,126,144,44,135,108,123
TUSC2,912,846,775,2245,2406,1800
NPRL2,1136,1040,969,3160,2161,1747
RPL24,8670,9327,7053,23133,27035,32557
CYB561D2,1049,872,751,2808,2537,1430
C3orf14,1618,983,1553,2191,1198,1775
FXR1,13429,12284,12309,10907,8892,7525
CBLB,2810,3408,3134,1374,2608,1421
BBX,8068,6274,8509,3275,1657,1292
IFT57,3259,2795,2508,5100,3188,2862
GNB4,5384,5196,5076,2162,2433,1427
HHLA2,0,4,12,0,31,35
IQCG,4915,6461,3745,3850,8814,5328
GBE1,9356,6930,9233,5491,4662,3214
MORC1,0,1,0,0,1,2
UMPS,1141,1844,1313,1856,1014,1070
NCBP2,7811,8979,7252,5323,5724,4293
SNX4,6226,5568,5309,3909,2752,2202
C3orf52,1297,2388,1216,161,621,868
FRMD4B,2153,3348,2217,817,1718,1472
SLC41A3,3362,3381,3360,4002,3010,2676
ROPN1B,0,24,11,0,0,0
PLXNA1,6106,9215,9224,4957,3969,3569
ATP6V1A,6356,5153,5884,5047,3881,2755
ABTB1,1108,1629,1094,4050,6767,5260
PODXL2,730,639,695,1670,1419,2121
UPK1B,35,975,22,12,13,0
CSPG5,135,42,50,29,72,22
KLHL18,4610,5818,5769,3298,2341,1857
SCAP,19073,17058,21207,34601,17751,15869
EFCC1,12,204,20,52,68,42
CFAP92,165,189,216,102,143,100
NEK11,757,592,751,803,276,270
MRPL3,8396,7411,6781,6400,4886,4069
PLSCR4,5144,3524,3900,1558,709,727
HEMK1,1795,1758,1990,3810,2299,1816
CISH,366,386,277,320,644,649
MAPKAPK3,2102,2629,1961,2056,4844,1862
ACVR2B,415,396,493,294,150,102
WDR48,4747,4152,4526,2628,2508,2376
COMMD2,2762,2347,2043,1892,1629,1210
GORASP1,2763,3142,3106,3263,2151,1260
PEX5L,1141,549,1140,390,104,345
RRP9,1205,1436,866,2168,2236,1968
ABCC5,3946,5539,5227,1979,2543,1870
AADAC,11926,22612,11249,7678,10023,7272
ABHD14B,1000,1972,951,2343,2477,1472
EIF1B,6100,8225,5973,6190,8278,8504
ABHD14A-ACY1,25,161,253,108,485,57
ARHGEF26,509,848,826,312,480,302
KLHL24,2161,1604,2644,1474,768,590
PLCH1,20,32,12,19,8,28
VIPR1,21,196,19,68,225,111
DNAH1,2610,3383,4156,1208,1252,929
SSR3,19330,15370,17454,11319,14418,11415
ZBTB47,1721,2292,2248,1272,1386,1491
TNNC1,0,0,0,0,30,34
NKTR,11020,10046,11251,3387,3218,2278
CLCN2,1105,943,1269,2556,997,591
FOXP1,3754,5186,4052,4121,3798,4801
EIF4G1,43584,48769,53627,35232,32369,26079
SPCS1,3827,4095,2878,6769,5197,5426
NEK4,1842,1564,1996,1154,881,531
SLC4A3,6546,9802,8919,12470,10184,6023
INO80D,2958,2682,2964,1661,1611,1023
EEF1B2,9551,10573,8862,17475,22277,21090
ADAM23,1416,1532,1706,706,1016,1029
DGUOK,3531,3636,3594,8012,8691,7354
MOB1A,20721,17205,18361,9769,8295,5995
KANSL3,5993,5091,6082,5376,3559,3518
LMAN2L,1922,1790,2511,2735,1965,1546
RTKN,543,842,563,1480,922,510
TTL,2474,2995,2246,783,1944,1345
IL1A,48,1044,152,20,127,356
CCL20,1364,5721,3219,312,2926,14728
PIKFYVE,6518,4902,6972,2359,1829,1467
KCNIP3,90,62,127,302,439,325
FAHD2A,775,1079,752,1718,1443,1194
NCL,47440,55543,50471,37975,33331,32604
ACTR1B,6636,6649,6686,8693,8357,8742
SLC35F5,8031,8440,7269,5144,3627,2977
ZAP70,609,873,259,273,2332,1591
ACTR3,31390,26581,26721,17891,18052,13155
STEAP3,2692,1998,2791,1727,1491,2271
EPB41L5,4005,3549,5274,4553,1614,1108
TFCP2L1,27,181,44,57,52,0
SF3B6,3864,3426,2888,7444,7240,5932
TP53I3,1232,1494,1433,1986,2892,1772
DNAJC27,997,872,869,715,713,473
POMC,52,195,179,528,840,429
STAM2,3748,3405,3543,2660,1793,1355
OTOF,551,919,785,2471,1127,931
GPD2,1894,2119,1928,699,1046,476
CENPA,64,149,129,70,221,48
CYTIP,242,258,147,77,1587,583
ACVR1,1415,1528,1136,851,1014,680
TANC1,20236,10259,19034,5098,2133,3394
SLC30A3,4,24,1,0,22,13
MPV17,3023,3618,3250,3859,3587,2351
GTF3C2,4263,4902,4739,3266,2738,1854
EIF2B4,1938,2544,2070,4155,2770,2960
NRBP1,7338,8011,6874,8956,10926,7422
ITGB6,4,809,0,0,0,0
FNDC4,20880,22079,16561,30762,28620,28268
ITGA4,686,1146,316,202,1559,310
PSMD14,6420,5377,4895,6671,5678,3922
SNX17,9406,10118,8733,15883,13079,9572
ASB3,960,1107,1054,748,770,415
PPM1G,5092,7211,5742,8793,9020,7309
PDE1A,50,214,72,18,0,82
REEP6,9336,13654,11339,59201,17614,26647
PCSK4,768,993,936,4722,1738,1905
GCG,42,74,10,47,47,52
APC2,173,228,151,190,245,89
IFIH1,678,628,728,761,651,559
RPS15,17512,19160,15415,63603,76867,84075
GCA,1452,1245,1023,1519,1032,969
INO80B,947,1709,1053,2578,2559,2120
MOGS,7223,7163,8779,9948,6921,4283
TTC31,1903,2045,1919,1330,1356,562
NDUFS7,3317,3655,2811,15097,13399,12431
PCGF1,495,633,611,1166,1127,582
GRB14,7971,6344,9798,18031,11648,5035
CLIP4,1723,1374,1392,816,821,760
SPTBN1,27772,29453,40106,7654,6470,5119
AUP1,8837,10947,8452,16275,19086,16266
RTN4,40814,40456,35119,25907,23564,17377
HTRA2,1921,2511,2039,4392,3963,3339
LOXL3,230,224,301,195,708,499
DOK1,258,424,156,869,1400,373
GALNT3,643,547,811,221,177,225
POLE4,631,705,351,1798,3040,2679
TACR1,0,0,0,0,0,0
CCDC88A,6858,5179,6977,2711,3285,1432
ACADL,12,36,8,0,0,12
EVA1A,12,31,12,4,13,16
MRPL19,3080,3414,2961,2967,2588,1950
LANCL1,5108,4540,4751,2810,1453,1056
WDR75,1871,2346,2166,2025,1857,1988
EFEMP1,45835,22966,26845,20976,17007,14418
REG1A,0,0,0,0,0,25
FANCL,904,1039,893,1631,1258,847
FN1,109692,104855,186063,32325,70651,45827
STAT1,16710,13664,30072,10155,7099,5631
GLS,18232,14522,15581,6184,10215,6579
PAPOLG,1158,995,1286,1146,573,434
DNAH6,61,48,62,0,24,25
PECR,103,119,124,180,207,89
UNC50,2626,2254,2157,3000,1685,1141
IGFBP2,17085,23948,19414,65534,73205,46224
ELMOD3,958,1098,959,1893,1273,755
IGFBP5,2783,17528,2408,1825,2899,1681
USP34,17239,14452,19096,2958,2422,2825
EFHD1,106,212,123,98,80,84
KCNJ13,0,16,8,4,5,4
CCT4,12770,12737,12875,17933,14493,13785
GGCX,3768,3132,3581,3143,3054,2614
EHBP1,2555,2905,3137,1343,1259,845
OTX1,4,10,17,4,0,0
TXNDC9,1891,1758,1204,2212,1954,1617
COQ10B,6349,4196,5218,5524,2657,2314
GNLY,699,555,268,416,1959,3411
SF3B1,37790,32973,36114,19630,19482,13476
ST3GAL5,1144,1472,817,911,2381,1995
CHST10,769,723,571,734,796,505
PDCL3,2622,1885,2001,3825,3565,3504
MOB4,3618,2938,2658,4132,2376,2305
HSPE1,2976,2255,2268,6511,3836,4305
KDM3A,19009,10449,18033,8718,5086,4179
PLCD4,111,166,180,153,133,78
CHMP3,6297,6901,6724,4482,5881,4922
ZNF142,1054,1276,1023,876,596,462
IL1R2,116,250,160,131,1455,1182
SMYD1,0,0,0,0,23,77
IL1R1,26664,46026,31091,4156,13219,9563
WNT6,12,54,0,4,48,3
IL1RL2,64,162,107,59,219,179
IL1RL1,1027,4956,1582,125,1567,2403
IL18R1,134,582,274,40,370,219
IL18RAP,128,144,55,88,758,630
SLC9A2,8,181,0,4,0,0
FHL2,17566,13325,14467,15703,16886,13364
MLPH,77,369,25,51,148,211
CNPPD1,3338,2747,2581,4129,3251,3498
UXS1,1290,1956,1140,784,1235,713
ABCB6,2703,1495,2182,6375,2319,2765
STK16,1254,1465,792,3244,3015,1814
SLC5A7,0,48,4,0,0,0
HDLBP,61899,61148,72152,71628,47771,43505
PPP1R7,4606,4023,3931,9264,7876,9813
PASK,359,588,300,380,474,575
STK25,12065,14379,11976,22735,18291,17097
TPO,14,24,0,9,14,0
PROC,4,13,5,0,0,0
ID2,12437,8464,8710,13322,17959,9858
TAF1B,1120,995,944,876,711,684
HPCAL1,1324,2799,1332,2091,5593,2271
ODC1,26404,17432,21590,27700,21121,23455
BIRC6,8947,6508,8245,3477,2974,2049
NOL10,3059,2977,2954,2697,3148,3029
PLEKHB2,22632,17824,22044,12111,10928,8877
GORASP2,6146,5738,5801,4305,3573,2503
STRN,5270,3818,5027,1674,1861,1253
CEBPZ,5518,4371,4578,4282,4391,3647
PRKD3,3245,3462,3299,2576,1591,1630
DCAF17,842,932,822,442,248,219
QPCT,1621,1415,809,1838,1874,1926
RAB3GAP1,4366,3285,4370,2060,1588,1605
SLC25A12,2795,1844,3084,2952,1003,1395
RMDN2,1531,1055,665,1853,845,916
DLX2,36,16,25,40,28,0
LCT,5786,5812,7233,1355,1562,3310
DARS1,13441,9542,11441,11974,4548,8720
SRSF7,6334,7977,6088,9438,8214,6711
SDC1,1622,4123,2655,1251,1151,1228
PLCL1,2082,980,3068,684,638,254
SLC1A4,2428,1763,1865,1007,2025,1154
SOS1,4740,3544,4676,2081,1045,865
KYNU,123,217,48,120,1625,498
WIPF1,1857,1968,1710,836,5394,1584
ORC2,910,1256,1209,1129,597,399
COX7A2L,4818,5231,3705,6829,6302,4638
PNO1,2089,2427,1836,2200,2008,1654
ORC4,2941,2157,2241,2108,1041,650
PLEK,762,1556,895,434,7214,8717
RND3,9030,12270,10147,924,4636,5655
ATF2,5528,4521,4878,3350,2086,1801
THADA,3121,3262,3411,3136,3349,2613
AAK1,8483,8205,10017,5488,5604,4940
TRAK2,11506,11896,11387,4396,3025,2967
C2orf42,565,500,476,678,435,270
TIA1,4508,3993,4541,3496,2667,1538
PCYOX1,4909,4258,4340,2744,1628,1465
KISS1R,0,0,0,0,30,24
EPAS1,2861,11378,5076,579,1784,1453
ARID3A,199,210,188,343,1150,283
SUMO1,9268,9002,7175,13493,11240,8582
CD207,0,33,0,0,21,4
GRIN3B,37,61,82,28,44,28
VAX2,13,24,0,4,34,4
ATP6V1B1,0,26,5,6,41,49
NFE2L2,17194,16755,15790,10217,10914,7317
MSH6,5910,5407,6085,12409,5261,4973
PLEKHA3,3475,2789,3216,2718,2157,1979
SPR,1116,943,976,2490,1085,1489
EPHA4,3748,1363,4650,1431,549,643
PARD3B,779,745,906,322,188,127
FARSB,3370,3564,3415,2946,2651,2099
ALMS1,3544,2892,4291,1648,1454,938
BCL9,2904,2308,3479,920,1001,792
PRRX1,218,455,220,167,190,269
DHCR24,1262301,1158249,1409392,944266,746467,703034
DNAJC16,2148,2349,2713,1060,772,508
MARK1,964,972,1058,801,574,439
TNR,0,0,0,0,23,0
MORN1,372,457,425,576,437,317
GPX7,837,1314,645,1195,770,1043
CACYBP,3238,2913,2398,4954,4416,3321
SCP2,11208,10626,9970,12102,7303,6181
TPSG1,14,6,7,37,9,55
PAPPA2,50,56,78,25,49,17
RALGPS2,7262,6417,6856,4392,2725,1981
ANGPTL1,1153,1229,1220,1355,662,673
CEP104,1587,2060,1865,1863,1239,1025
FAM20B,5954,5892,7811,4640,2606,2317
TCEANC2,460,395,481,408,285,171
TMEM59,24317,20213,18166,31515,25236,20957
LRRC42,4134,3608,3861,7683,4692,4624
WRAP73,980,1204,1176,2195,1366,818
NPHS2,0,118,0,0,0,0
MRPL37,4988,6142,5125,10159,8974,7271
ICMT,3611,4974,3880,3042,2937,2524
RPL22,12945,14524,12123,21329,21498,24021
CHD5,0,0,0,12,4,8
QSOX1,13205,19584,14513,15842,20206,14419
STXBP3,4286,3726,3539,2638,1849,1636
PHF13,2351,2064,2361,1860,1902,1752
ERRFI1,91179,90368,114568,19895,21119,24933
PARK7,11939,11656,10619,29485,24216,26142
ELAPOR1,82,61,50,69,119,137
OPRD1,4,0,0,26,58,0
AMPD2,5695,8791,7587,5127,9352,4859
SRSF4,10641,12967,10851,12386,10151,8341
MECR,893,1403,846,2208,2112,1703
KCNC4,624,1098,585,225,648,278
EDEM3,4768,4332,4492,2224,1808,1381
WDR77,3052,3372,3141,3055,4016,2829
ATP5PB,11819,10569,9624,16088,14237,12231
RAP1A,7445,7231,6001,7331,7245,5400
HDAC1,7110,6606,6444,8878,6852,5838
CAPZA1,17976,16820,13826,9764,12463,7419
S100PBP,1538,1844,1789,1825,953,601
RNF19B,4246,6134,4323,2520,5930,7903
SCAMP3,4687,4328,4112,9518,7602,6670
TRIM62,450,702,501,416,450,227
ASH1L,9270,7551,11349,2298,1569,1260
DLGAP3,16,23,11,13,639,12
SFPQ,40670,38752,37517,29655,28377,24446
RHOU,50727,34179,55292,27920,14718,20423
GON4L,3346,4371,4163,3410,3004,1660
ARHGEF2,961,1855,1170,699,2486,1507
LAMTOR2,435,637,435,2470,2517,2553
MEF2D,7525,7596,8362,4641,6764,3978
DOCK7,7451,3754,6336,3515,1561,1611
SRM,3493,5659,4405,9028,11335,16225
DLEU2L,17,24,24,3,23,0
FBXO2,21,27,0,0,10,71
FBXO6,194,308,269,421,436,379
C1orf21,3426,2430,2626,2404,1551,1647
SWT1,1594,1068,1517,852,397,525
MAD2L2,1324,1975,1242,2922,4963,4539
DNAJC6,417,194,337,187,98,27
LEPR,1374,1449,1166,428,279,413
IVNS1ABP,7041,9206,6744,5799,11494,5686
KIAA2013,3691,3919,2781,8417,6564,4731
MFN2,10092,9963,9393,7272,5780,3754
PRG4,324,212,199,145,76,188
MIIP,1722,1991,1496,6149,6395,7084
SMG7,6141,6652,7036,3616,2803,2638
NCF2,199,371,136,105,4089,991
PDC,0,8,13,0,0,0
SLC35D1,14663,8794,14856,2993,2930,2553
PLA2G4A,6890,7517,9150,6412,3122,1932
GADD45A,30361,35303,31406,27692,35765,57750
WLS,848,2294,896,369,791,408
PRDM2,5148,5771,5386,2002,2097,1764
RGS2,22364,16146,22111,13616,22113,16856
RPE65,0,0,0,0,0,0
RO60,4240,3566,3381,1450,1168,698
AMPD1,0,7,0,0,5,28
UCHL5,3345,2543,2687,2245,2102,1353
BCAS2,2824,3074,2438,4251,3767,2593
SRSF11,20374,20602,18105,12662,10389,8814
CTH,1418,1235,1010,2173,1273,552
AGMAT,266,223,306,283,241,220
OLFML3,381,1535,722,253,316,171
TNNI3K,16,1,6,15,0,61
CFHR3,0,67,32,10,33,24
PLEKHM2,9610,11768,10327,11438,16392,12358
CRYZ,2406,2146,1980,2637,1658,1038
PHTF1,2652,1757,2226,2106,1265,800
ZBTB17,4841,6368,5142,6987,9173,6456
CD58,1283,1052,977,795,1464,903
TFAP2E,86,109,50,71,91,62
CD2,105,75,47,77,371,286
TTF2,831,895,888,239,374,228
NR5A2,29126,24462,38508,11792,10246,8834
KIF21B,376,415,122,80,732,240
TMEM9,5930,3257,2724,12047,5145,7670
ADPRS,2491,2287,2528,5901,3760,3085
MAP7D1,12552,14485,12759,17496,20559,14059
WARS2,1420,1407,1553,1697,981,745
HAO2,26,42,34,148,102,0
OSCP1,380,274,331,970,497,672
MRPS15,3508,3631,3105,9504,8441,9959
EXOC8,1193,1220,1275,867,917,409
GNPAT,3503,3761,3667,3992,3090,2814
TSNAX,3554,3103,2869,2865,2332,1686
C1orf109,411,435,399,344,287,231
RRAGC,5973,4416,4743,3346,3629,4631
